193,1,420.0852807478959,259.4915069436941,131.2175459410248,215.10004455885957
195,1,446.172894387249,276.941909382857,125.28419806245176,199.94220894787503
197,1,461.37762009061976,274.602055647284,130.0402841662608,201.88787421679416
199,1,467.05599416549813,271.0565135767112,135.1896411277648,204.52696271746112
201,1,471.4773961220488,255.41233916695137,147.98601260741606,220.57082975263006
203,1,470.1837023714131,243.83467916403853,161.4970191406726,238.44344559368395
205,1,472.83278789753575,234.14615273012885,165.50265493529224,243.8130320583407
205,2,10.623081184027182,270.61230889890646,48.70023371542601,207.5906080065139
207,1,460.61031203654966,200.44736618172186,188.53493340697446,279.7375318957701
207,2,8.823478413201897,219.18973553953933,60.86743432978312,257.2138582390629
209,1,439.1919404358776,162.26121442356495,210.7774913418271,315.5979372126319
209,2,-6.197764384204611,148.24253220926988,77.08275893153336,331.4196390539299
211,1,414.33668044798696,133.2451312477891,232.5017393364899,347.98389295387835
211,2,-8.38277584318817,116.49450656303327,84.44233261727025,363.0623491609913
213,1,399.68337107677837,127.08718480169676,238.75129454879584,354.2850594138355
215,1,386.50514570318023,124.43815964123726,243.62440277452652,356.95512289724627
217,1,380.55172357115134,125.68410906262562,246.11452116853638,356.32953515947725
219,1,378.3493230070096,127.18000461906215,246.6884909080212,353.1262902442986
221,1,382.95958417723693,125.51300451772869,249.48381709967987,356.04497604055905
223,1,384.24550180345,121.24167126948558,253.41560040286413,361.43019023091165
225,1,382.05561261441085,118.5415289304922,256.35075488432244,364.5445824499982
227,1,380.97374519349853,118.40405204162408,257.1914557775592,364.174504758656
229,1,381.3536283701379,124.47678626994161,253.86178922477677,356.5805234905266
231,1,375.59542152051625,123.14966830732197,256.38872125166637,357.95721313211936
233,1,376.53214620364076,119.52804395221017,259.59185717135153,361.5895537555541
235,1,377.17293172928197,116.99664636047214,262.8363211236593,366.0769894466433
237,1,378.1051319391887,119.44641856397499,261.361360746154,363.06394187009994
239,1,374.9212458205079,125.83638337592166,256.63862718633493,353.80933925736883
241,1,372.10758194168284,131.09100514110676,256.6442488961743,350.10379060236346
243,1,367.1033510868407,137.11523982764237,255.93798897123042,343.3324728335259
245,1,356.9279664380317,142.78243145228157,256.2913258475222,334.047040509461
247,1,345.2266194620329,136.8895025733169,266.263371930929,339.2565308054212
249,1,339.1319352592682,134.07672105762387,273.6482058624081,341.8298365530525
251,1,323.8556102002332,127.09662362095654,284.08461655844656,352.03767277000225
253,1,313.6683806742054,120.58107043245616,291.16509515054884,360.4310035297723
255,1,304.84416318860326,114.22774593457424,295.4752593867473,367.5043145691568
257,1,301.5003553186292,106.65221877804359,292.08949907160275,364.275179560782
259,1,295.2821891670404,100.54799622625242,293.7515168483841,369.47188101813015
261,1,293.3993128394982,98.3447749186742,292.4024517903333,371.35960274185277
263,1,288.59702556590435,98.94152014839716,287.2712409504186,368.05518915929065
265,1,287.68985316703424,101.2846516994255,281.81027272880954,363.3920377901485
267,1,292.17764598378915,104.27146668902097,286.9777014157248,373.46352449454605
269,1,288.24637906220414,102.50035132175253,288.6386913025525,375.6244482478817
269,2,499.8436767027494,65.43644337212356,109.03810455469619,400.7714750477154
271,2,522.7882176379428,71.21194304853836,107.31752038388754,394.44645412497994
275,3,113.58156484943926,-0.21184502622989498,251.55333746992932,471.4260308710103
277,3,126.69795726120114,3.9438770923154607,227.0512911479622,415.3363949599729
279,3,74.79991657346062,0.8490915813241884,231.35144636565855,413.8357384404969
281,3,39.26416276288606,2.167772115986452,251.56379596290046,445.17849029768183
283,3,17.875024163844273,0.5566606731082118,245.41591357916866,431.64159262562714
285,3,-14.211170475811485,2.7678134759918294,252.4872575419326,450.33154741928814
287,3,-28.37219461803076,6.243142830047191,252.62132836851438,458.27610536588764
289,3,-22.523171014965868,20.929007586236764,246.30243953088956,450.5548942405517
291,3,-18.77814893488062,27.819210376964975,242.34152658569522,446.8783534570785
293,3,-7.3659214551108505,39.65883410955033,238.53586271753232,438.8048095072014
295,3,-3.347384465989606,41.90953178529446,239.1368225007958,439.1807899889254
297,3,-3.7511071947836427,35.24687664036048,238.29828835505754,438.02874141255006
299,3,-10.895989861210126,31.938655941280416,236.45182197076917,438.9766487379719
301,3,-20.55111782879571,47.22934684485202,225.55605765550513,427.40472249383777
303,3,-26.601289745326127,46.867778108463455,222.11250082752048,431.13559548411854
305,2,514.0957719015694,15.17199721287298,124.64591845905397,452.81498735558955
305,3,-28.089965888534877,47.29920307089327,216.49334140573427,430.56736415812304
307,2,507.62510909516175,17.13800771834795,128.46540869390037,448.46350747104884
307,3,-27.534576740094607,51.327537206006184,207.3964355127901,423.1015407888307
309,2,502.54531400567794,14.380806921095456,132.80518971222477,451.4315973942329
309,3,-27.16870290295229,52.72224627144669,200.91119638814774,420.35265727163846
311,2,500.46179554562315,14.69461066077892,135.24153125834727,451.8561593746656
311,3,-23.793090440102475,57.13484193890946,193.82923854950928,414.74291986292326
313,2,498.58851949348343,18.82174498949837,134.96455331348943,439.5096274022835
313,3,-21.524003241107295,65.3543434014764,184.97817895705737,404.7169089670092
315,2,496.5903247048084,19.167966637657912,137.32654519573452,438.6626440254035
315,3,-20.704953423666666,61.56122212390443,182.87273361340274,409.167012266748
317,2,494.67970134366124,18.01609262793022,139.84015582732786,440.9750359598702
317,3,-21.008844631220413,55.43140301186082,182.25830406086982,417.5258970449594
319,2,493.29403417125246,15.64618639333409,142.08551623594911,443.80805171261886
